"Collection Name","Title#1","Subtitle#1","Uniform Title#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$3","Non Sort#1","Title Part Number#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Role Term Text#2","Name Type#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Role Term Text#3","Name Type#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Role Term Text#4","Name Type#4","Name Authority#4","Name Part#5","Name Part Date#5","Name Part#6","Name Part#7","Name Part Date#7","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Place Term#1$3","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$5","Publisher#1$4","Publisher#1$3","Publisher#1$2","Date Issued#1","Date Issued Encoding#1","Date Created#1","Date Created Encoding#1","Edition#1","Issuance#1","Place Term#2$1","Place Term#2$2","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Publisher#2$2","Publisher#2$1","Date Issued#2","Date Issued Encoding#2","Date Created#2","Date Created Encoding#2","Edition#2","Issuance#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Table of Contents#1","Note#1$6","Note#1$7","Note#1$4","Note#1$5","Note#1$2","Note#1$3","Note#1$1","Note#1","Note Type#1","Note#2","Note#2$9","Note#2$7","Note#2$8","Note#2$5","Note#2$6","Note#2$3","Note#2$4","Note#2$1","Note#2$2","Note Type#2","Note#3","Note#3$6","Note#3$4","Note#3$5","Note#3$2","Note#3$3","Note#3$1","Note Type#3","Note#4$3","Note#4$4","Note#4$1","Note#4$2","Note#4","Note Type#4","Note#5","Note Type#5","Note#6","Note#7","Note#8","Subject Topic#1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Name#1$1","Subject Name#1$2","Subject Name#1$3","Subject Name#1","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Topic#2","Subject Authority#2","Subject Geographic#2","Subject Geographic Authority#2","Subject Temporal#2","Subject Temporal Authority#2","Subject Name#2","Subject Geographic Code#2","Subject Geographic Code Authority#2","Subject Topic#3","Subject Authority#3","Subject Geographic#3","Subject Name#3","Subject Topic#4","Subject Authority#4","Subject Geographic#4","Subject Topic#5","Subject Authority#5","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Access Condition#1","Scanning technician#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Women Poets of the Romantic Period","The forest sanctuary","and other poems","","","","","","","","Hemans, Mrs.","1793-1835","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","J. Murray,","","","","","","1825","marc","1825","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","vi, 205 p. ; 22 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/033.htm","","","","","","","","by Mrs. Hemans","Statement of responsibility","With: Hemans, Felicia Dorothea Browne. The siege of Valencia. London : J. Murray, 1823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 33","local","","","","","b36388312","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479491","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479491~"
"Women Poets of the Romantic Period","The forest sanctuary","with other poems","","","","","","","","Hemans, Mrs.","1793-1835","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","stk","","","","code","marccountry","","","","","","","","","","","","","","","Edinburgh,","text","","William Blackwood and Sons,","","","1835","marc","1835","marc","3rd ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","vii, 324 p. 18 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/410.htm","","","","","","","","By Felicia Hemans","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 410","local","","","","","b41440602","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480925","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480925~"
"Women Poets of the Romantic Period","The gentle shepherd","a Scotch pastoral","","","","","","","","Ramsay, Allan","1686-1758","","personal","naf","Turner, Margaret","fl. 1790","translator","personal","naf","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for the author, by T. Bensley,","","","","","","1790","marc","1790","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","[19], 103, 103 p. ; 22 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/096.htm","","","","","","","","By Allan Ramsay. Attempted in English by Margaret Turner","Statement of responsibility","","","","","","","","","Drama in 5 acts, in verse","Paged in duplicate; Scotch and English on opposite pages","","","","","","","","","","","","","","","","","","","","","English drama--Scottish authors","lcsh","","","","","","","","","","Dialect drama, Scottish","lcsh","","","","","","","","","","","","","","","","","WPRP 96","local","","","","","b26816246","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","474868","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~474868~"
"Women Poets of the Romantic Period","The golden violet, with its tales of romance and chivalry, and other poems","","","","","","","","","L. E. L. (Letitia Elizabeth Landon)","1802-1838","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Longman, Rees, Orme, Brown, and Green,","","","","","","1827","marc","1827","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","310 p., [1] leaf of plates : ill. ; 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/138.htm","","","","","","","","by L.E.L","Statement of responsibility","""Notes to the Golden Violet, Etc.,""__ pg. [307]-310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 138","local","","","","","b27212324","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475203","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475203~"
"Women Poets of the Romantic Period","The good girl's soliloquy","containing, her parents' instructions, relative to her disposition and manners","","","","","","","","Sproat, Nancy","1766-1827","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","nyu","","","","code","marccountry","","","","","","","","","","","","","","","New-York","text","","Published by Samuel Wood & Sons ... and Samuel S. Wood & Co. ... Baltimore,","","","1819","marc","1819","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","[2], 30 p. : ill. ; 14 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/304.htm","","","Written by Nancy Sproat; cf. Welch","","Printed wrappers","Twelve leaves of plates with printed captions included in pagination","Not in Shaw & Shoemaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 304","local","","","","","b35365316","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477467","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477467~"
"Women Poets of the Romantic Period","The hermit of Eskdaleside, with other poems","","","","","","","","","Merryweather, I. A.","d. 1839","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","Whitby","text","","R. Kirby,","","","1833","marc","1833","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","[8], 136, [2] p. ; 20 cm","reformatted digital","","","","","","","","","","by I.A.M","Statement of responsibility","","","","","","","","","Errata slip (tipped in) p. 53","List of subscribers: p. [1]-[2] at end","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 441","local","","","","","b49738999","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","481695","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~481695~"
"Women Poets of the Romantic Period","The hermit of Warkworth","a Northumberland ballad in three fits or cantos","","","","","","","","Percy, Thomas","1729-1811","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Printed for T. Davies and S. Leacroft,","","","1772","marc","1772","marc","3d ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","[iii]-vii, 51 p. 27 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/112.htm","","","","","","","","With: More, Hannah. A search after happiness. Bristol, S. Farley, [1773?] -- De la Mayne, Thomas Halley. The senators. 5th ed. London, G. Kearsly, 1772 -- De la Mayne, Thomas Halley. The patricians. London, Kearsly, 1773 -- Goldsmith, Oliver. The traveller. London, T. Carnan and F. Newbery, 1770 -- Goldsmith, Oliver. The deserted village. 4th ed. London, W. Griffin, 1770","","","","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e-uk-en","marcgac","","","","","","","","","","","","","","","","","","","WPRP 112","local","","","","","b36413963","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479800","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479800~"
"Women Poets of the Romantic Period","The Highlanders and other poems","","","Sonnets, and other poems","","","","Highlanders and other poems","","Grant, Anne MacVicar","1755-1838","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","stk","","","","code","marccountry","","","","","","","","","","","","","","","Edinburgh","text","","Longman, Hurst, Rees, and Orme,","","","1810","marc","1810","marc","3rd ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","viii, 356 p. ; 16 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/172.htm","","","","","","","","by Mrs. Grant, Laggan","Statement of responsibility","Includes index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 172","local","","","","","b28150636","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475730","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1598/b28150636_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475730~130436"
"Women Poets of the Romantic Period","The honest miller of Glocestershire","a true ballad","Cheap repository","","","","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","Bath","text","","Sold by S. Hazard, (Printer to the Cheap Repository for Religious and Moral Tracts) ...J. Marshall ...R. White ...","","","[1796]","marc","1796","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","1 sheet ([1] p.) : ill","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/333.htm","","","","","Signed at end of text: Z., i.e. Hannah More","","At head of title: Cheap Repository","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 333","local","Cheap repository","series","","","b35680854","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477687","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477687~"
"Women Poets of the Romantic Period","The improvisatrice","and other poems","","","","","","","","L. E. L. (Letitia Elizabeth Landon)","1802-1838","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Hurst, Robinson,","","","","","","1824","marc","1824","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","First edition","","English","eng","iso639-2b","electronic","marcform","tiff","viii, 327 p., [1] leaf of plates : ill. ; 18 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/136.htm","","","","","","","","by L.E.L. ; with embellishments","Statement of responsibility","","","","","","","Publisher's advertisement: 1 p. following text","","Added t.p., engr., with vignette","C.E.B.L., v. 3, 1969, col. 531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 136","local","","","","","b27212294","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475174","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475174~"
"Women Poets of the Romantic Period","The improvisatrice","and other poems","","","","","","","","L. E. L. (Letitia Elizabeth Landon)","1802-1838","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","s.l.","","","","text","","Hurst, Robinson,","","","","","","1825","marc","","","5th ed.","Monograph/item","","","","","","","","","","","","","","","","","","electronic","marcform","tiff","","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/137.htm","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 137","local","","","","","b27212312","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475190","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475190~"
"Women Poets of the Romantic Period","The Infant minstrel, or Poetry for young minds","","","","","","","Infant minstrel, or Poetry for young minds","","Darton, Harvey, and Darton.","","","corporate","","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London (No. 55, Gracechurch-Street)","text","","Printed for Darton, Harvey, and Darton,","","","1816","marc","1816","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","106 p. : ill. ; 15 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/262.htm","","","","","","","","by Various female writers","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal welfare--Juvenile Poetry","lcsh","","","","","","","","","","Children's poetry","lcsh","","","","","","","","Conduct of life--Juvenile Poetry","lcsh","","","Pride and vanity--Juvenile Poetry","lcsh","","Obedience--Juvenile Poetry","lcsh","WPRP 262","local","","","","","b32266133","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476621","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1602/b32266133_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476621~130449"
"Women Poets of the Romantic Period","The infant's daily sacrifice","a book of short hymns for children","","","","","","infant's daily sacrifice","","Clara, Cousin","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","J. Hatchard and Son,","","","","","","1831","marc","1831","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","xx, 75 p., [15] leaves of plates : ill. ; 14 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/323.htm","","","","","","","","with plates","Statement of responsibility","Authorship from dedication which is signed: Cousin Clara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christian poetry, English","lcsh","","","","","","","","","","Children's poetry","lcsh","","","","","","","","Prayers","lcsh","","","","","","","","WPRP 323","local","","","","","b3622442x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478761","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1591/b3622442x_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478761~130357"
"Women Poets of the Romantic Period","The Lady ""Arabella Stuart""","a poem","","","","","","","","E. S. L. (Elizabeth Susan Law)","1799-1883","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","[London]","text","","s.n.,","","","1848-1867","marc","1848-1867","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","126 p. ; 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/203b.htm","","","","","","","","With: E. S. L. Miscellaneous poems. [London : s.n.], 1849","","by E.S.L","","","","","","","","","","Statement of responsibility","","","[between 1848 and 1867]","","Imprint date based on address of the printer Barclay, at ""Castle St. Leicester Sq."" Cf. Todd, W.B. Directory of printers in London 1800-1840, p. 9","With her Miscellaneous poems. London, 1849","Halkett & Laing and BLC give imprint date as 1836?; NUC pre-1956 gives date as 183-?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 203b","local","","","","","b36413070","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479593","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479593~"
"Women Poets of the Romantic Period","The lay of an Irish harp","or, Metrical fragments","","","","","","","","Morgan, Lady (Sydney)","1783-1859","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for Richard Phillips,","","","","","","1807","marc","1807","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","xv, 199 p. 21 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/358.htm","","","","","Title vignette","","""Printed by T. Bensley.""","","","By Miss Owenson","","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 358","local","","","","","b35365298","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477436","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477436~"
"Women Poets of the Romantic Period","The lay of Marie","a poem","","","","","","","","Betham, Matilda","1776-1852","","personal","naf","Marie de France","12th cent.","","personal","naf","","","","","","","","","","","","","","","","Language material","London","","","","text","","","Printed for R. Hunter","","","","Rogers","1816","marc","1816","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","viii, 276 p. ; 23 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/292.htm","","","","","","","","by Matilda Betham","Statement of responsibility","Includes bibliographical references","","","","","","","","","","Bibliography","Special Collections copy, bound in early twentieth century half calf gilt by Birdsall with engraved bookplate of Sir Henry Paston-Bedingfield, Bart","","","","","","","local","Includes subscribers' names","T.p. verso: Rogers, printer","Appendix I: ""Extracts from a dissertation on the life and writings of Marie ... by Monsieur La Rue ...""","Appendix II: ""Marie's lays. Versions of ... two of the Lays ... [and] an abstract of the whole collection ...""","","","","","","","","Women poets, French","lcsh","","","","","","","","","","","","","","To 1500","lcsh","Marie de France","","","","","","","","","","","","WPRP 292","local","","","","","b3427294x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477237","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477237~"
"Women Poets of the Romantic Period","The lion's masquerade","a sequel to The peacock at home","","","","","","lion's masquerade","","Dorset, Catherine Ann Turner","1750?-1817?","","personal","naf","Dorset, Catherine Ann Turner","1750?-1817?","","","","Mulready, William","1786-1863","","","","Springsguth, Samuel","","","personal","naf","","","","","","Language material","London","","","","text","","Printed for J. Harris, successor to E. Newbery, corner of St. Paul's Church-Yard : and B. Tabart, Old Bond-Street","","","","","","1808","marc","1808","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","16 p., [6] leaves of plates : 6 col. ill. ; 13 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/195.htm","","","","","","","","written by a lady ; illustrated with elegant engravings","Statement of responsibility","","","","","","","Written by Catherine Ann Dorset, cf. Moon, cited below. Authorship has been questioned; cf. Osborne, p. 61","","Cf. Gumuchian, 2239-2240","Frontispiece, ill. engraved by Springsguth after William Mulready; cf. Moon. Illustrations are hand-colored","","","","","","","","","","","","","","","","","","","","","Animals--Juvenile poetry","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 195","local","","","","","b28355441","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476055","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1602/b28355441_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476055~130446"
"Women Poets of the Romantic Period","The literary remains of Catherine Maria Fanshawe","with notes by the late Rev. William Harness","","","","","","","","Fanshawe, Catherine Maria","1765-1834","","personal","naf","Harness, William","1790-1869","editor","personal","naf","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","B.M. Pickering,","","","1876","marc","1876","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","viii, 79 p. 17 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/180.htm","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 180","local","","","","","b27781860","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475606","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475606~"
"Women Poets of the Romantic Period","The metrical miscellany","consisting chiefly of poems hitherto unpublished","","","","","","","","Riddell, Maria Woodley","1772?-1808","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","T. Cadell, and W. Davies,","","","1802","marc","1802","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","2 p.l., [vii]-x, 1 l., 224 p. 22 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/336.htm","","","","","","","","Includes a large number of original selections by the editor, Mrs. Riddell","","","","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","English poetry","lcsh","","","","","","","","","","","","","","18th century","lcsh","","","","","","","","","","","","","WPRP 336","local","","","","","b36897334","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480107","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480107~"
